"caminho_origem","sha256_origem","tamanho_bytes","repositorio_origem","commit_origem","categoria_documental","status_proposto","documento_canonico","destino_recomendado","acao","justificativa","dependencias","status_execucao","destino_efetivo","sha256_destino","validacao_origem","validacao_destino","recuperacao"
".codex-artifacts:ev2-g16-evidence/ced95e61f89ff14eda9675e0ec730614899dde65/g16-csp-http-evidence.json","660305a5b850121fa4ea110733cb31f976984186239271dfd57b00e249af1ea6","1345","fora-de-repositorio","n/a","evidencia-auditoria","resultado-encerrado","gaiatec-documentacao:docs/80-evolucao/ev2/fase-16/evidencias/G16_CSP_HTTP_ced95e61.json","arquivo-historico:documentos-originais/.codex-artifacts/ev2-g16-evidence/ced95e61f89ff14eda9675e0ec730614899dde65/g16-csp-http-evidence.json","arquivar","Resultado encerrado ou evidencia vinculada a SHA; preservar com hash, sem tratar o diretorio de artefatos como fonte canonica.","","copia-arquivada-validada-origem-retida","arquivo-historico:documentos-originais/.codex-artifacts/ev2-g16-evidence/ced95e61f89ff14eda9675e0ec730614899dde65/g16-csp-http-evidence.json; gaiatec-documentacao:docs/80-evolucao/ev2/fase-16/evidencias/G16_CSP_HTTP_ced95e61.json","arquivo-historico:documentos-originais/.codex-artifacts/ev2-g16-evidence/ced95e61f89ff14eda9675e0ec730614899dde65/g16-csp-http-evidence.json=660305a5b850121fa4ea110733cb31f976984186239271dfd57b00e249af1ea6; gaiatec-documentacao:docs/80-evolucao/ev2/fase-16/evidencias/G16_CSP_HTTP_ced95e61.json=109a955108df44f430ed8271d35ab2c8efcb5b82c8ac9c7d6e80ab63a7fb5267","hash-e-tamanho-identicos-ao-snapshot","arquivo-historico:documentos-originais/.codex-artifacts/ev2-g16-evidence/ced95e61f89ff14eda9675e0ec730614899dde65/g16-csp-http-evidence.json=hash-identico; gaiatec-documentacao:docs/80-evolucao/ev2/fase-16/evidencias/G16_CSP_HTTP_ced95e61.json=sucessor-transformado-origem-preservada@n/a","origem-fisica-retida"
".codex-artifacts:fase2-cms/Plano Diretor - Fase 2 - Evolucao do CMS e Site GAIATEC.docx","8b0cb0c8d32fc64104a757b48e5b35347fbb86a82b4f612634e9afda958ff86d","189632","fora-de-repositorio","n/a","site-publico","resultado-encerrado","n/a","arquivo-historico:documentos-originais/.codex-artifacts/fase2-cms/Plano Diretor - Fase 2 - Evolucao do CMS e Site GAIATEC.docx","arquivar","Resultado encerrado ou evidencia vinculada a SHA; preservar com hash, sem tratar o diretorio de artefatos como fonte canonica.","","copia-arquivada-validada-origem-retida","arquivo-historico:documentos-originais/.codex-artifacts/fase2-cms/Plano Diretor - Fase 2 - Evolucao do CMS e Site GAIATEC.docx","arquivo-historico:documentos-originais/.codex-artifacts/fase2-cms/Plano Diretor - Fase 2 - Evolucao do CMS e Site GAIATEC.docx=8b0cb0c8d32fc64104a757b48e5b35347fbb86a82b4f612634e9afda958ff86d","hash-e-tamanho-identicos-ao-snapshot","arquivo-historico:documentos-originais/.codex-artifacts/fase2-cms/Plano Diretor - Fase 2 - Evolucao do CMS e Site GAIATEC.docx=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/a11y-final.json","ab441d9afdc54eded854554b4a15c7792c21f094d845d05b3cbdd1031326f3ab","283","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/a11y-final.json","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/a11y-final.json",".codex-artifacts:fase2-cms/qa/a11y-final.json=ab441d9afdc54eded854554b4a15c7792c21f094d845d05b3cbdd1031326f3ab","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/a11y-final.json=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/a11y.json","d2eb5130723b1dd0d284527932af0eafabc68cb49ec105867d0850e99e2cca9c","1672","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/a11y.json","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/a11y.json",".codex-artifacts:fase2-cms/qa/a11y.json=d2eb5130723b1dd0d284527932af0eafabc68cb49ec105867d0850e99e2cca9c","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/a11y.json=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/arquitetura-alvo.png","0ff3494edbcb12ba0d31bb97a5deee77557dbf5c5ed46f6755ac58a257fed3db","48407","fora-de-repositorio","n/a","arquitetura-seguranca","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/arquitetura-alvo.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/arquitetura-alvo.png",".codex-artifacts:fase2-cms/qa/arquitetura-alvo.png=0ff3494edbcb12ba0d31bb97a5deee77557dbf5c5ed46f6755ac58a257fed3db","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/arquitetura-alvo.png=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/ciclo-ia.png","fb859cfdcfeffe4af2f1405251edb186afc668aca2d6be4743f9987bf5c2ff99","53991","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/ciclo-ia.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/ciclo-ia.png",".codex-artifacts:fase2-cms/qa/ciclo-ia.png=fb859cfdcfeffe4af2f1405251edb186afc668aca2d6be4743f9987bf5c2ff99","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/ciclo-ia.png=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/fase2-review-delivery.pdf","f727c57abb880ec35bb68067d697f6690fa7ba42e9a5ac10c34e1750d23e8ad7","786234","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/fase2-review-delivery.pdf","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/fase2-review-delivery.pdf",".codex-artifacts:fase2-cms/qa/fase2-review-delivery.pdf=f727c57abb880ec35bb68067d697f6690fa7ba42e9a5ac10c34e1750d23e8ad7","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/fase2-review-delivery.pdf=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/fase2-review-final.pdf","928be2344156fe02ba532a2e06f8e5c69e441e487939546cff0c1eee96dadae0","786186","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/fase2-review-final.pdf","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/fase2-review-final.pdf",".codex-artifacts:fase2-cms/qa/fase2-review-final.pdf=928be2344156fe02ba532a2e06f8e5c69e441e487939546cff0c1eee96dadae0","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/fase2-review-final.pdf=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/fase2-review.pdf","c20725c5274fde084aafec41ce90a22a2ff886e7ae240c8a5c695cf7a777a1f4","786186","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/fase2-review.pdf","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/fase2-review.pdf",".codex-artifacts:fase2-cms/qa/fase2-review.pdf=c20725c5274fde084aafec41ce90a22a2ff886e7ae240c8a5c695cf7a777a1f4","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/fase2-review.pdf=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/pages-delivery/page-01.png","8cae17eaaef69ee32a601392cf9c0d0685b24d493d7778d77035effbb97a9393","61133","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/pages-delivery/page-01.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/pages-delivery/page-01.png",".codex-artifacts:fase2-cms/qa/pages-delivery/page-01.png=8cae17eaaef69ee32a601392cf9c0d0685b24d493d7778d77035effbb97a9393","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/pages-delivery/page-01.png=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/pages-delivery/page-02.png","a72b82185223e9ddcc3158b6c30dfc84f5d8b7d74d6e45b3e8d433f2f2e64a9d","225509","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/pages-delivery/page-02.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/pages-delivery/page-02.png",".codex-artifacts:fase2-cms/qa/pages-delivery/page-02.png=a72b82185223e9ddcc3158b6c30dfc84f5d8b7d74d6e45b3e8d433f2f2e64a9d","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/pages-delivery/page-02.png=hash-identico","origem-fisica-retida"
".codex-artifacts:fase2-cms/qa/pages-delivery/page-03.png","3ff86be297c5b75e00c7fa6ffa55833e3300b9c25dcbbc78ab947be11cc380d0","198375","fora-de-repositorio","n/a","cms","intermediario-nao-canonico","",".codex-artifacts:fase2-cms/qa/pages-delivery/page-03.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:fase2-cms/qa/pages-delivery/page-03.png",".codex-artifacts:fase2-cms/qa/pages-delivery/page-03.png=3ff86be297c5b75e00c7fa6ffa55833e3300b9c25dcbbc78ab947be11cc380d0","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:fase2-cms/qa/pages-delivery/page-03.png=hash-identico","origem-fisica-retida"
